Date,High,Low,Open,Close,Volume,Adj Close
2017-10-16,1303.800048828125,1291.9000244140625,1302.0,1299.9000244140625,173.0,1299.9000244140625
2017-10-17,1295.0999755859375,1283.0,1295.0999755859375,1283.0,571.0,1283.0
2017-10-18,1279.9000244140625,1279.9000244140625,1279.9000244140625,1279.9000244140625,163.0,1279.9000244140625
2017-10-19,1286.9000244140625,1285.0999755859375,1286.4000244140625,1286.9000244140625,134.0,1286.9000244140625
2017-10-20,1279.5999755859375,1277.4000244140625,1279.5999755859375,1277.4000244140625,304.0,1277.4000244140625
2017-10-23,1280.800048828125,1271.5,1274.699951171875,1277.699951171875,115.0,1277.699951171875
2017-10-24,1275.5,1273.699951171875,1275.5,1275.0,111.0,1275.0
2017-10-25,1275.4000244140625,1269.9000244140625,1269.9000244140625,1275.4000244140625,105.0,1275.4000244140625
2017-10-26,1273.5,1264.699951171875,1273.5,1266.300048828125,39.0,1266.300048828125
2017-10-27,1268.5,1267.0999755859375,1268.4000244140625,1268.5,567.0,1268.5
2017-10-30,1274.0999755859375,1267.9000244140625,1270.0,1274.0999755859375,222.0,1274.0999755859375
2017-10-31,1274.5999755859375,1266.0999755859375,1273.0999755859375,1267.0,235.0,1267.0
2017-11-01,1274.800048828125,1270.300048828125,1272.199951171875,1274.0999755859375,78.0,1274.0999755859375
2017-11-02,1274.9000244140625,1274.9000244140625,1274.9000244140625,1274.9000244140625,70.0,1274.9000244140625
2017-11-03,1267.9000244140625,1265.300048828125,1265.300048828125,1266.5,75.0,1266.5
2017-11-06,1280.5,1269.0,1269.0,1279.4000244140625,128.0,1279.4000244140625
2017-11-07,1276.800048828125,1270.4000244140625,1276.800048828125,1273.699951171875,11.0,1273.699951171875
2017-11-08,1284.9000244140625,1274.699951171875,1275.9000244140625,1281.5999755859375,15.0,1281.5999755859375
2017-11-09,1286.9000244140625,1279.699951171875,1279.699951171875,1285.5999755859375,18.0,1285.5999755859375
2017-11-10,1283.5,1272.4000244140625,1283.5,1272.4000244140625,10.0,1272.4000244140625
2017-11-13,1277.300048828125,1277.0,1277.300048828125,1277.300048828125,3.0,1277.300048828125
2017-11-14,1281.5,1276.9000244140625,1276.9000244140625,1281.5,4.0,1281.5
2017-11-15,1284.699951171875,1275.9000244140625,1281.4000244140625,1276.5,13.0,1276.5
2017-11-16,1277.5,1277.4000244140625,1277.5,1277.4000244140625,43.0,1277.4000244140625
2017-11-17,1295.800048828125,1288.300048828125,1288.300048828125,1295.800048828125,1.0,1295.800048828125
2017-11-20,1275.9000244140625,1274.5999755859375,1274.5999755859375,1274.5999755859375,1.0,1274.5999755859375
2017-11-21,1281.0999755859375,1281.0999755859375,1281.0999755859375,1281.0999755859375,4.0,1281.0999755859375
2017-11-22,1291.5999755859375,1282.9000244140625,1284.699951171875,1291.5999755859375,4.0,1291.5999755859375
2017-11-27,1293.800048828125,1293.800048828125,1293.800048828125,1293.800048828125,1.0,1293.800048828125
2017-11-28,1294.699951171875,1294.699951171875,1294.699951171875,1294.699951171875,275442.0,1294.699951171875
2017-11-29,1296.199951171875,1281.0999755859375,1293.4000244140625,1282.0999755859375,47244.0,1282.0999755859375
2017-11-30,1284.5,1269.699951171875,1283.0999755859375,1273.199951171875,3049.0,1273.199951171875
2017-12-01,1288.5999755859375,1271.0,1274.0999755859375,1278.800048828125,823.0,1278.800048828125
2017-12-04,1276.0999755859375,1270.300048828125,1272.5,1274.300048828125,850.0,1274.300048828125
2017-12-05,1275.800048828125,1260.0,1275.4000244140625,1261.5999755859375,1499.0,1261.5999755859375
2017-12-06,1267.800048828125,1261.5999755859375,1264.9000244140625,1262.800048828125,373.0,1262.800048828125
2017-12-07,1262.4000244140625,1243.9000244140625,1262.300048828125,1249.800048828125,358.0,1249.800048828125
2017-12-08,1249.300048828125,1241.5,1246.300048828125,1245.199951171875,157.0,1245.199951171875
2017-12-11,1249.199951171875,1239.9000244140625,1248.4000244140625,1243.699951171875,146.0,1243.699951171875
2017-12-12,1244.4000244140625,1236.5,1241.300048828125,1238.5,692.0,1238.5
2017-12-13,1254.5,1239.800048828125,1241.9000244140625,1245.4000244140625,349.0,1245.4000244140625
2017-12-14,1257.699951171875,1250.300048828125,1252.9000244140625,1253.800048828125,139.0,1253.800048828125
2017-12-15,1260.300048828125,1253.0999755859375,1253.0999755859375,1254.300048828125,578.0,1254.300048828125
2017-12-18,1262.4000244140625,1255.699951171875,1256.199951171875,1262.199951171875,45.0,1262.199951171875
2017-12-19,1264.300048828125,1259.5,1261.0999755859375,1260.699951171875,329.0,1260.699951171875
2017-12-20,1266.5999755859375,1261.300048828125,1261.300048828125,1266.0999755859375,63.0,1266.0999755859375
2017-12-21,1267.4000244140625,1264.300048828125,1266.4000244140625,1267.300048828125,226.0,1267.300048828125
2017-12-22,1276.300048828125,1266.300048828125,1266.300048828125,1275.4000244140625,119.0,1275.4000244140625
2017-12-26,1284.0999755859375,1281.800048828125,1282.4000244140625,1284.0999755859375,84.0,1284.0999755859375
2017-12-27,1287.0,1284.0,1284.0,1287.0,456.0,1287.0
2017-12-28,1294.0999755859375,1288.199951171875,1288.199951171875,1294.0999755859375,245.0,1294.0999755859375
2017-12-29,1306.300048828125,1294.0,1294.199951171875,1306.300048828125,65.0,1306.300048828125
2018-01-02,1317.5999755859375,1302.300048828125,1302.300048828125,1313.699951171875,68.0,1313.699951171875
2018-01-03,1320.0999755859375,1312.0999755859375,1320.0,1316.199951171875,42.0,1316.199951171875
2018-01-04,1322.0,1319.4000244140625,1319.4000244140625,1319.4000244140625,2.0,1319.4000244140625
2018-01-05,1320.300048828125,1320.300048828125,1320.300048828125,1320.300048828125,1.0,1320.300048828125
2018-01-08,1319.9000244140625,1314.5999755859375,1319.9000244140625,1318.5999755859375,41.0,1318.5999755859375
2018-01-09,1311.699951171875,1309.5999755859375,1309.5999755859375,1311.699951171875,16.0,1311.699951171875
2018-01-10,1320.699951171875,1315.300048828125,1320.300048828125,1317.4000244140625,70.0,1317.4000244140625
2018-01-11,1320.5999755859375,1316.300048828125,1317.0999755859375,1320.5999755859375,9.0,1320.5999755859375
2018-01-12,1338.199951171875,1327.800048828125,1327.800048828125,1333.4000244140625,14.0,1333.4000244140625
2018-01-16,1335.4000244140625,1331.0,1331.0999755859375,1335.4000244140625,13.0,1335.4000244140625
2018-01-17,1338.0,1326.800048828125,1334.4000244140625,1338.0,27.0,1338.0
2018-01-18,1328.9000244140625,1326.0,1328.9000244140625,1326.0,211.0,1326.0
2018-01-19,1333.0,1330.0999755859375,1330.0999755859375,1331.9000244140625,50.0,1331.9000244140625
2018-01-22,1330.9000244140625,1328.4000244140625,1328.4000244140625,1330.9000244140625,162.0,1330.9000244140625
2018-01-23,1335.9000244140625,1335.699951171875,1335.800048828125,1335.699951171875,47.0,1335.699951171875
2018-01-24,1357.199951171875,1355.9000244140625,1355.9000244140625,1355.9000244140625,18.0,1355.9000244140625
2018-01-25,1362.4000244140625,1346.699951171875,1356.300048828125,1362.4000244140625,4.0,1362.4000244140625
2018-01-26,1352.0,1350.9000244140625,1351.5999755859375,1351.5999755859375,280546.0,1351.5999755859375
2018-01-30,1347.800048828125,1332.800048828125,1338.699951171875,1335.4000244140625,52100.0,1335.4000244140625
2018-01-31,1346.9000244140625,1331.800048828125,1337.5,1339.0,4881.0,1339.0
2018-02-01,1350.5999755859375,1336.800048828125,1343.800048828125,1344.300048828125,1680.0,1344.300048828125
2018-02-02,1352.0999755859375,1327.699951171875,1348.5,1333.699951171875,2841.0,1333.699951171875
2018-02-05,1340.199951171875,1329.0,1331.0999755859375,1333.0,641.0,1333.0
2018-02-06,1343.699951171875,1319.5,1338.199951171875,1326.0999755859375,529.0,1326.0999755859375
2018-02-07,1331.0999755859375,1310.5,1325.4000244140625,1311.5999755859375,491.0,1311.5999755859375
2018-02-08,1321.0999755859375,1307.0,1317.0999755859375,1316.9000244140625,459.0,1316.9000244140625
2018-02-09,1322.0,1311.9000244140625,1320.9000244140625,1313.0999755859375,451.0,1313.0999755859375
2018-02-12,1325.5,1318.0,1323.800048828125,1324.199951171875,140.0,1324.199951171875
2018-02-13,1329.5999755859375,1323.4000244140625,1324.5,1328.0999755859375,71.0,1328.0999755859375
2018-02-14,1355.5,1324.0,1332.800048828125,1355.5,400.0,1355.5
2018-02-15,1355.9000244140625,1349.699951171875,1352.0,1352.0999755859375,111.0,1352.0999755859375
2018-02-16,1361.4000244140625,1344.9000244140625,1354.0,1353.199951171875,110.0,1353.199951171875
2018-02-20,1350.199951171875,1328.5,1348.4000244140625,1328.800048828125,283.0,1328.800048828125
2018-02-21,1331.5,1324.4000244140625,1326.800048828125,1330.0,119.0,1330.0
2018-02-22,1331.4000244140625,1322.0,1322.0,1330.5999755859375,70.0,1330.5999755859375
2018-02-23,1332.0999755859375,1327.699951171875,1328.0,1328.199951171875,427.0,1328.199951171875
2018-02-26,1340.5,1330.699951171875,1335.0,1330.699951171875,652.0,1330.699951171875
2018-02-27,1332.5999755859375,1312.699951171875,1331.699951171875,1315.5,710.0,1315.5
2018-02-28,1321.0,1315.4000244140625,1315.4000244140625,1315.5,58.0,1315.5
2018-03-01,1318.0999755859375,1301.800048828125,1310.4000244140625,1302.9000244140625,43.0,1302.9000244140625
2018-03-02,1323.199951171875,1314.300048828125,1314.300048828125,1321.0999755859375,155.0,1321.0999755859375
2018-03-05,1325.9000244140625,1318.0999755859375,1323.5,1318.0999755859375,18.0,1318.0999755859375
2018-03-06,1333.5999755859375,1321.4000244140625,1321.5999755859375,1333.5999755859375,18.0,1333.5999755859375
2018-03-07,1338.0999755859375,1326.0,1338.0999755859375,1326.0,27.0,1326.0
2018-03-08,1326.800048828125,1319.300048828125,1324.800048828125,1319.9000244140625,62.0,1319.9000244140625
2018-03-09,1322.4000244140625,1313.0,1316.800048828125,1322.4000244140625,88.0,1322.4000244140625
2018-03-12,1319.4000244140625,1319.4000244140625,1319.4000244140625,1319.4000244140625,0.0,1319.4000244140625
2018-03-13,1325.9000244140625,1325.300048828125,1325.9000244140625,1325.9000244140625,13.0,1325.9000244140625
2018-03-14,1324.4000244140625,1322.199951171875,1322.199951171875,1324.4000244140625,19.0,1324.4000244140625
2018-03-15,1316.800048828125,1316.800048828125,1316.800048828125,1316.800048828125,0.0,1316.800048828125
2018-03-16,1311.300048828125,1310.0999755859375,1310.0999755859375,1311.300048828125,34.0,1311.300048828125
2018-03-19,1316.9000244140625,1307.300048828125,1309.4000244140625,1316.800048828125,6.0,1316.800048828125
2018-03-20,1311.0999755859375,1311.0999755859375,1311.0999755859375,1311.0999755859375,4.0,1311.0999755859375
2018-03-21,1328.800048828125,1312.4000244140625,1312.4000244140625,1320.699951171875,34.0,1320.699951171875
2018-03-22,1326.5999755859375,1326.5999755859375,1326.5999755859375,1326.5999755859375,0.0,1326.5999755859375
2018-03-23,1349.300048828125,1343.199951171875,1343.199951171875,1349.300048828125,8.0,1349.300048828125
2018-03-26,1354.4000244140625,1345.0999755859375,1348.5,1354.4000244140625,10.0,1354.4000244140625
2018-03-27,1341.300048828125,1341.0,1341.0,1341.300048828125,290889.0,1341.300048828125
2018-03-28,1346.4000244140625,1322.4000244140625,1345.0,1324.199951171875,59284.0,1324.199951171875
2018-03-29,1327.0999755859375,1321.699951171875,1324.0,1322.800048828125,5585.0,1322.800048828125
2018-04-02,1344.199951171875,1324.699951171875,1327.0,1342.0999755859375,649.0,1342.0999755859375
2018-04-03,1341.5,1328.5,1340.4000244140625,1332.800048828125,702.0,1332.800048828125
2018-04-04,1347.300048828125,1331.5999755859375,1331.800048828125,1335.800048828125,718.0,1335.800048828125
2018-04-05,1333.699951171875,1322.5999755859375,1333.5,1324.300048828125,258.0,1324.300048828125
2018-04-06,1333.0,1319.0,1326.5,1331.9000244140625,348.0,1331.9000244140625
2018-04-09,1337.5,1327.0,1333.0,1336.300048828125,290.0,1336.300048828125
2018-04-10,1342.0,1333.0,1335.199951171875,1342.0,105.0,1342.0
2018-04-11,1365.4000244140625,1340.0999755859375,1340.0999755859375,1356.5,118.0,1356.5
2018-04-12,1351.5,1334.5999755859375,1351.199951171875,1338.4000244140625,34.0,1338.4000244140625
2018-04-13,1346.0,1335.9000244140625,1335.9000244140625,1344.800048828125,67.0,1344.800048828125
2018-04-16,1348.800048828125,1341.0,1341.0,1347.5,60.0,1347.5
2018-04-17,1348.0999755859375,1339.0,1348.0,1347.199951171875,409.0,1347.199951171875
2018-04-18,1354.199951171875,1343.5,1343.5,1351.199951171875,45.0,1351.199951171875
2018-04-19,1355.199951171875,1341.5999755859375,1348.5999755859375,1346.800048828125,387.0,1346.800048828125
2018-04-20,1343.4000244140625,1335.300048828125,1342.5,1336.699951171875,310.0,1336.699951171875
2018-04-23,1334.4000244140625,1322.5,1334.0,1322.5,68.0,1322.5
2018-04-24,1331.699951171875,1326.199951171875,1326.4000244140625,1331.4000244140625,28.0,1331.4000244140625
2018-04-25,1325.0,1320.0,1324.0,1321.199951171875,278.0,1321.199951171875
2018-04-26,1316.300048828125,1315.699951171875,1315.699951171875,1316.300048828125,569.0,1316.300048828125
2018-04-27,1321.699951171875,1312.800048828125,1315.300048828125,1320.300048828125,622.0,1320.300048828125
2018-04-30,1316.199951171875,1309.5999755859375,1309.5999755859375,1316.199951171875,49.0,1316.199951171875
2018-05-01,1313.800048828125,1303.4000244140625,1313.199951171875,1303.800048828125,28.0,1303.800048828125
2018-05-02,1309.300048828125,1302.5999755859375,1309.0,1302.5999755859375,23.0,1302.5999755859375
2018-05-03,1310.699951171875,1310.699951171875,1310.699951171875,1310.699951171875,4.0,1310.699951171875
2018-05-04,1312.699951171875,1312.699951171875,1312.699951171875,1312.699951171875,0.0,1312.699951171875
2018-05-07,1312.5,1310.199951171875,1310.5999755859375,1312.199951171875,4.0,1312.199951171875
2018-05-08,1312.0,1308.5,1310.0999755859375,1312.0,337.0,1312.0
2018-05-09,1311.300048828125,1311.300048828125,1311.300048828125,1311.300048828125,70.0,1311.300048828125
2018-05-10,1320.800048828125,1312.199951171875,1312.199951171875,1320.800048828125,8.0,1320.800048828125
2018-05-11,1319.0,1319.0,1319.0,1319.0,3.0,1319.0
2018-05-14,1319.9000244140625,1316.5,1319.9000244140625,1316.5,4.0,1316.5
2018-05-15,1304.699951171875,1288.9000244140625,1304.5999755859375,1288.9000244140625,8.0,1288.9000244140625
2018-05-16,1294.0,1285.4000244140625,1290.9000244140625,1290.199951171875,26.0,1290.199951171875
2018-05-17,1291.300048828125,1288.199951171875,1291.300048828125,1288.199951171875,2.0,1288.199951171875
2018-05-18,1290.199951171875,1285.199951171875,1285.199951171875,1290.199951171875,2.0,1290.199951171875
2018-05-21,1292.0999755859375,1287.4000244140625,1287.4000244140625,1290.199951171875,52.0,1290.199951171875
2018-05-22,1291.699951171875,1291.699951171875,1291.699951171875,1291.699951171875,50.0,1291.699951171875
2018-05-23,1289.300048828125,1289.300048828125,1289.300048828125,1289.300048828125,10.0,1289.300048828125
2018-05-24,1303.699951171875,1303.699951171875,1303.699951171875,1303.699951171875,0.0,1303.699951171875
2018-05-25,1303.300048828125,1303.300048828125,1303.300048828125,1303.300048828125,1.0,1303.300048828125
2018-05-29,1298.699951171875,1298.699951171875,1298.699951171875,1298.699951171875,386334.0,1298.699951171875
2018-05-30,1303.699951171875,1295.199951171875,1298.0,1301.5,50845.0,1301.5
2018-05-31,1306.800048828125,1296.5999755859375,1301.0,1300.0999755859375,4082.0,1300.0999755859375
2018-06-01,1299.5,1288.9000244140625,1298.5999755859375,1294.800048828125,663.0,1294.800048828125
2018-06-04,1297.0999755859375,1290.0,1293.9000244140625,1293.0999755859375,144.0,1293.0999755859375
2018-06-05,1299.800048828125,1289.9000244140625,1292.0999755859375,1297.5,357.0,1297.5
2018-06-06,1300.4000244140625,1294.0999755859375,1296.0999755859375,1297.0999755859375,373.0,1297.0999755859375
2018-06-07,1302.800048828125,1296.199951171875,1298.4000244140625,1298.699951171875,79.0,1298.699951171875
2018-06-08,1299.4000244140625,1294.800048828125,1295.300048828125,1298.0999755859375,650.0,1298.0999755859375
2018-06-11,1302.0,1295.199951171875,1299.300048828125,1298.9000244140625,71.0,1298.9000244140625
2018-06-12,1298.0999755859375,1292.699951171875,1297.800048828125,1295.0999755859375,153.0,1295.0999755859375
2018-06-13,1299.4000244140625,1290.9000244140625,1294.0,1296.9000244140625,135.0,1296.9000244140625
2018-06-14,1307.699951171875,1297.199951171875,1297.199951171875,1304.0,42.0,1304.0
2018-06-15,1307.699951171875,1274.0,1297.199951171875,1274.5999755859375,589.0,1274.5999755859375
2018-06-18,1280.699951171875,1276.199951171875,1280.699951171875,1276.199951171875,35.0,1276.199951171875
2018-06-19,1281.800048828125,1269.9000244140625,1278.699951171875,1275.5999755859375,34.0,1275.5999755859375
2018-06-20,1274.4000244140625,1271.199951171875,1274.4000244140625,1271.199951171875,7.0,1271.199951171875
2018-06-21,1268.9000244140625,1260.0,1262.699951171875,1267.199951171875,46.0,1267.199951171875
2018-06-22,1270.199951171875,1267.0,1268.0999755859375,1267.4000244140625,74.0,1267.4000244140625
2018-06-25,1271.199951171875,1265.5999755859375,1270.5999755859375,1265.5999755859375,37.0,1265.5999755859375
2018-06-26,1267.199951171875,1256.5999755859375,1267.199951171875,1256.5999755859375,89.0,1256.5999755859375
2018-06-27,1255.5,1252.300048828125,1255.5,1252.800048828125,1162.0,1252.800048828125
2018-06-28,1251.699951171875,1244.800048828125,1251.699951171875,1247.800048828125,378.0,1247.800048828125
2018-06-29,1253.300048828125,1249.0999755859375,1250.300048828125,1251.300048828125,48.0,1251.300048828125
2018-07-02,1249.9000244140625,1239.800048828125,1249.9000244140625,1239.800048828125,29.0,1239.800048828125
2018-07-05,1257.300048828125,1253.5999755859375,1255.5,1257.300048828125,9.0,1257.300048828125
2018-07-06,1255.5,1254.300048828125,1255.5,1254.300048828125,7.0,1254.300048828125
2018-07-09,1262.300048828125,1257.699951171875,1258.199951171875,1258.0999755859375,37.0,1258.0999755859375
2018-07-10,1256.9000244140625,1249.300048828125,1256.199951171875,1253.800048828125,65.0,1253.800048828125
2018-07-11,1253.199951171875,1242.800048828125,1253.199951171875,1242.800048828125,30.0,1242.800048828125
2018-07-12,1246.699951171875,1240.9000244140625,1240.9000244140625,1245.0,7.0,1245.0
2018-07-13,1247.0,1239.5999755859375,1244.699951171875,1239.5999755859375,2.0,1239.5999755859375
2018-07-16,1243.800048828125,1238.0999755859375,1242.699951171875,1238.0999755859375,2.0,1238.0999755859375
2018-07-17,1225.699951171875,1225.699951171875,1225.699951171875,1225.699951171875,0.0,1225.699951171875
2018-07-18,1226.699951171875,1222.199951171875,1226.699951171875,1226.300048828125,67.0,1226.300048828125
2018-07-19,1228.0,1211.699951171875,1227.199951171875,1222.4000244140625,33.0,1222.4000244140625
2018-07-20,1229.5,1229.5,1229.5,1229.5,0.0,1229.5
2018-07-23,1224.0,1222.0,1222.0,1224.0,1.0,1224.0
2018-07-24,1223.9000244140625,1223.9000244140625,1223.9000244140625,1223.9000244140625,0.0,1223.9000244140625
2018-07-25,1231.4000244140625,1231.4000244140625,1231.4000244140625,1231.4000244140625,0.0,1231.4000244140625
2018-07-26,1227.800048828125,1225.300048828125,1227.800048828125,1225.300048828125,1.0,1225.300048828125
2018-07-27,1222.5999755859375,1222.5999755859375,1222.5999755859375,1222.5999755859375,254428.0,1222.5999755859375
2018-07-30,1223.9000244140625,1218.0999755859375,1222.5,1221.300048828125,62239.0,1221.300048828125
2018-07-31,1228.0999755859375,1213.0,1220.4000244140625,1223.699951171875,2722.0,1223.699951171875
2018-08-01,1223.699951171875,1214.4000244140625,1222.9000244140625,1217.9000244140625,1026.0,1217.9000244140625
2018-08-02,1219.300048828125,1205.800048828125,1214.699951171875,1210.5999755859375,411.0,1210.5999755859375
2018-08-03,1218.5999755859375,1205.0999755859375,1206.5,1214.199951171875,784.0,1214.199951171875
2018-08-06,1214.4000244140625,1206.5999755859375,1214.4000244140625,1208.5999755859375,297.0,1208.5999755859375
2018-08-07,1214.800048828125,1207.800048828125,1207.800048828125,1209.5999755859375,715.0,1209.5999755859375
2018-08-08,1215.199951171875,1205.9000244140625,1212.0,1212.5999755859375,209.0,1212.5999755859375
2018-08-09,1215.300048828125,1211.5999755859375,1214.5,1211.9000244140625,44.0,1211.9000244140625
2018-08-10,1216.4000244140625,1205.5999755859375,1212.5,1211.0999755859375,75.0,1211.0999755859375
2018-08-13,1207.4000244140625,1191.300048828125,1207.0,1191.300048828125,78.0,1191.300048828125
2018-08-14,1197.5,1192.800048828125,1193.0999755859375,1193.0,92.0,1193.0
2018-08-15,1188.0999755859375,1174.5999755859375,1187.800048828125,1177.5,71.0,1177.5
2018-08-16,1180.199951171875,1161.4000244140625,1173.199951171875,1176.199951171875,123.0,1176.199951171875
2018-08-17,1181.199951171875,1174.699951171875,1174.699951171875,1176.5,66.0,1176.5
2018-08-20,1190.0,1184.4000244140625,1184.800048828125,1186.800048828125,68.0,1186.800048828125
2018-08-21,1192.5999755859375,1189.800048828125,1189.800048828125,1192.5999755859375,22.0,1192.5999755859375
2018-08-22,1196.300048828125,1194.699951171875,1194.699951171875,1196.300048828125,17.0,1196.300048828125
2018-08-23,1190.300048828125,1184.9000244140625,1189.300048828125,1187.0,95.0,1187.0
2018-08-24,1208.0,1185.300048828125,1185.300048828125,1206.300048828125,12.0,1206.300048828125
2018-08-27,1211.4000244140625,1205.199951171875,1210.300048828125,1209.0,154.0,1209.0
2018-08-28,1217.0,1202.300048828125,1209.699951171875,1207.4000244140625,136.0,1207.4000244140625
2018-08-29,1205.199951171875,1202.4000244140625,1205.199951171875,1204.5,817.0,1204.5
2018-08-30,1205.5999755859375,1196.0,1205.4000244140625,1197.699951171875,493.0,1197.699951171875
2018-08-31,1208.199951171875,1199.0999755859375,1207.0999755859375,1200.300048828125,191.0,1200.300048828125
2018-09-04,1193.800048828125,1189.9000244140625,1193.800048828125,1192.699951171875,26.0,1192.699951171875
2018-09-05,1196.0,1192.5,1192.5,1194.9000244140625,21.0,1194.9000244140625
2018-09-06,1202.0,1197.9000244140625,1202.0,1197.9000244140625,7.0,1197.9000244140625
2018-09-07,1198.300048828125,1193.0999755859375,1198.300048828125,1193.5999755859375,29.0,1193.5999755859375
2018-09-10,1193.0,1193.0,1193.0,1193.0,11.0,1193.0
2018-09-11,1196.300048828125,1190.4000244140625,1190.4000244140625,1195.4000244140625,21.0,1195.4000244140625
2018-09-12,1205.0,1204.699951171875,1205.0,1204.699951171875,37.0,1204.699951171875
2018-09-13,1203.4000244140625,1200.0,1203.4000244140625,1202.0,22.0,1202.0
2018-09-14,1195.0,1195.0,1195.0,1195.0,1.0,1195.0
2018-09-17,1199.699951171875,1199.699951171875,1199.699951171875,1199.699951171875,0.0,1199.699951171875
2018-09-18,1198.699951171875,1196.800048828125,1198.699951171875,1196.800048828125,2.0,1196.800048828125
2018-09-19,1202.199951171875,1202.199951171875,1202.199951171875,1202.199951171875,0.0,1202.199951171875
2018-09-20,1206.199951171875,1206.199951171875,1206.199951171875,1206.199951171875,0.0,1206.199951171875
2018-09-21,1196.199951171875,1196.199951171875,1196.199951171875,1196.199951171875,0.0,1196.199951171875
2018-09-24,1199.300048828125,1199.300048828125,1199.300048828125,1199.300048828125,0.0,1199.300048828125
2018-09-25,1202.800048828125,1200.0,1202.0999755859375,1200.0,21.0,1200.0
2018-09-26,1194.0,1194.0,1194.0,1194.0,17857.0,1194.0
2018-09-27,1197.300048828125,1180.5,1194.5999755859375,1182.300048828125,4947.0,1182.300048828125
2018-09-28,1191.9000244140625,1180.0,1181.699951171875,1191.5,404.0,1191.5
2018-10-01,1191.5999755859375,1185.800048828125,1191.5999755859375,1187.0999755859375,180.0,1187.0999755859375
2018-10-02,1206.0,1190.300048828125,1193.0,1202.4000244140625,451.0,1202.4000244140625
2018-10-03,1202.5999755859375,1196.5999755859375,1202.5999755859375,1198.300048828125,76.0,1198.300048828125
2018-10-04,1204.5999755859375,1197.199951171875,1199.300048828125,1197.199951171875,496.0,1197.199951171875
2018-10-05,1205.300048828125,1196.9000244140625,1197.0999755859375,1201.199951171875,34.0,1201.199951171875
2018-10-08,1201.0,1183.699951171875,1201.0,1184.4000244140625,250.0,1184.4000244140625
2018-10-09,1189.0999755859375,1185.5999755859375,1185.5999755859375,1187.199951171875,9.0,1187.199951171875
2018-10-10,1192.0,1189.300048828125,1189.300048828125,1189.300048828125,1078.0,1189.300048828125
2018-10-11,1224.5999755859375,1196.300048828125,1198.0999755859375,1223.5,126.0,1223.5
2018-10-12,1221.5999755859375,1216.0,1221.5999755859375,1218.0999755859375,122.0,1218.0999755859375
2018-10-15,1232.300048828125,1222.4000244140625,1222.4000244140625,1226.4000244140625,136.0,1226.4000244140625
2018-10-16,1230.5,1227.0999755859375,1227.0999755859375,1227.300048828125,426.0,1227.300048828125
2018-10-17,1225.9000244140625,1223.699951171875,1225.9000244140625,1223.699951171875,1.0,1223.699951171875
2018-10-18,1226.5,1226.5,1226.5,1226.5,165.0,1226.5
